"SUBMITTER_NAME","SUBMITTER_EMAIL","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","whole_rake_density","ceratophyllum_demersum","depth_ft","potamogeton_crispus","elodea_canadensis","stuckenia_pectinata","lemna_trisulca","nymphaea_odorata","myriophyllum_spicatum","chara_sp","potamogeton_natans","potamogeton_illinoensis","potamogeton_zosteriformis","vallisneria_americana","potamogeton_praelongus","potamogeton_richardsonii","najas_flexilis","heteranthera_dubia","spirodela_polyrrhiza","lemna_minor","nuphar_variegata","algae","subbasin","potamogeton_robbinsii","potamogeton_nodosus","wolffia_sp","potamogeton_foliosus","ranunculus_aquatilis","potamogeton_pusillus","nitella_sp","myriophyllum_sibiricum","elodea_sp","potamogeton_amplifolius","nelumbo_lutea","zannichellia_palustris","utricularia_vulgaris","brasenia_schreberi","najas_guadalupensis","elodea_nuttallii","typha_sp","latitude","longitude","potamogeton_friesii","potamogeton_gramineus","typha_latifolia","lake_name","bidens_beckii","schoenoplectus_sp","zizania_sp","wolffia_columbiana","plant_height","eleocharis_acicularis","scirpus_sp","hippuris_vulgaris","no_veg_found","isoetes_echinospora","scirpus_validus","schoenoplectus_acutus","sagittaria_latifolia","stuckenia_filiformis","sparganium_americanum","phragmites_australis","sagittaria_graminea","potamogeton_pulcher","survey_notes","sparganium_eurycarpum","sagittaria_cristata","najas_minor","utricularia_minor","schoenoplectus_pungens","surface_growth","equisetum_fluviatile","fontinalis_antipyretica","eleocharis_robbinsii","juncus_sp","persicaria_amphibia.1","ranunculus_aquatilis.1","schoenoplectus_tabernaemontani.1","DUPE_STA_NBR","MISSING_LAT","MISSING_LONG"
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","3","3","3","2.3",NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8538707461171,-93.5448761842786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","9","3","3","4.27",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8525972086456,-93.5457627147512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","8","1","1","6.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,44.8529143858218,-93.5453227660838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","7","0",NA,"10.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8532406234408,-93.5448702424162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","6","0",NA,"10.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8535577971904,-93.5444302839519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","5","0",NA,"6.89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8538749692509,-93.543990320658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","4","3","3","3.61",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8542012016078,-93.5435377819457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","10","2","2","3.61",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8519580841675,-93.545756678469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","11","0",NA,"6.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8522842630864,-93.5453168195498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","12","0",NA,"10.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8526014989401,-93.5448642158695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","13","0",NA,"12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8529186726786,-93.5444242622047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","14","0",NA,"12.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8532448464823,-93.5439843884548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","15","0",NA,"12.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8535620770735,-93.543531769935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","16","0",NA,"10.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8538792456961,-93.5430918016437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","25","1","1","5.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8513279613716,-93.5457507274018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","24","0",NA,"12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8516451385256,-93.5453107882649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","23","0",NA,"13.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8519623743668,-93.5448581895237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","22","0",NA,"13.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8522885498495,-93.5444183254673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","21","0",NA,"15.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8526057218879,-93.5439783717049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","20","0",NA,"15.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8529229524668,-93.5435257581248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","19","0",NA,"12.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8532491228341,-93.5430858792376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","18","0",NA,"9.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8535662897565,-93.542645910849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","17","2","2","4.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8538835150725,-93.5421932824292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","26","1","1","4.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8506888367495,-93.5457446915191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","27","0",NA,"8.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8510060138924,-93.5453047571811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","28","0",NA,"12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8513322514772,-93.5448522482526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","29","0",NA,"15.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8516494251937,-93.5444123041187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","30","0",NA,"16.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8519665972211,-93.5439723551556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","31","0",NA,"15.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8522928295442,-93.543519831184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","32","0",NA,"15.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.852609998145,-93.5430798724246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","33","0",NA,"14.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8529271650564,-93.5426399088357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","34","0",NA,"14.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8532533921172,-93.5421873698203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","35","0",NA,"10.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8535705556017,-93.5417473964345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","45","0",NA,"10.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8503668891867,-93.5452987262982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","44","0",NA,"16.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8506931267601,-93.5448462223058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","43","0",NA,"16.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8510103004655,-93.5444062829708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","42","0",NA,"16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8513364742393,-93.5439664235428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","41","0",NA,"16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8516537047936,-93.5435138197717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","weave530@umn.edu","10001300","2022-08-15","5","2024-01-23 14:00:09.02521","Katie Hembre, Maija Weaver","40","0",NA,"16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8519708733834,-93.5430738658117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
